department_Corporate Services,department_Facilities,department_Finance,department_IT,department_Operations,department_Procurement,department_Project Management,region_Central,region_East Coast,region_Northern,region_Sabah,region_Sarawak,region_Southern,procurement_method_Direct Award,procurement_method_Emergency Procurement,procurement_method_Open Tender,procurement_method_Panel Vendor,procurement_method_RFQ,contract_amount,invoice_amount,claimed_units,verified_units,number_of_bidders,tender_duration_days,has_checker,has_approver,coi_declared,past_complaints_12m,variation_order_count,variation_order_amount,late_delivery_days,duplicate_invoice_flag,round_amount_flag,split_purchase_flag,invoice_contract_ratio,invoice_contract_variance,claim_variance_units,claim_variance_pct,direct_award_flag,emergency_procurement_flag,single_bidder_flag,short_tender_flag,missing_checker_flag,missing_approver_flag,complaint_flag,vo_amount_ratio,late_delivery_flag
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,56681.72,53352.16,58.0,58.0,8.0,6.0,1.0,1.0,0.0,0.0,1.0,3913.8,6.0,0.0,0.0,0.0,0.9413,-3329.56,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.069,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56447.33,44316.33,265.0,265.0,5.0,26.0,1.0,1.0,0.0,0.0,4.0,25921.19,14.0,1.0,0.0,0.0,0.7851,-12131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4592,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,334888.19,330000.0,308.0,308.0,7.0,42.0,1.0,1.0,0.0,0.0,1.0,34367.32,2.0,0.0,1.0,0.0,0.9854,-4888.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1026,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,42248.39,37518.07,35.0,35.0,7.0,53.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.888,-4730.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,26534.88,22298.72,245.0,245.0,8.0,43.0,1.0,1.0,0.0,0.0,2.0,2036.66,4.0,0.0,0.0,0.0,0.8404,-4236.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0768,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19498.67,14220.48,47.0,47.0,2.0,18.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.7293,-5278.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8094.17,6500.0,492.0,492.0,5.0,38.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.803,-1594.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23330.19,27337.09,69.0,69.0,3.0,26.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.1717,4006.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,62491.37,65829.1,481.0,481.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,14982.98,29.0,0.0,0.0,0.0,1.0534,3337.73,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.2398,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31453.47,30990.34,74.0,74.0,3.0,52.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.9853,-463.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1500000.0,1272831.92,366.0,366.0,5.0,46.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.8486,-227168.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,175250.59,172044.38,12.0,8.0,8.0,51.0,1.0,1.0,0.0,0.0,1.0,58574.32,0.0,0.0,0.0,0.0,0.9817,-3206.21,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3342,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,77543.93,56886.14,436.0,436.0,5.0,46.0,0.0,1.0,0.0,0.0,1.0,10852.23,11.0,0.0,0.0,0.0,0.7336,-20657.79,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1399,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8073.48,8987.17,209.0,209.0,1.0,12.0,1.0,1.0,0.0,0.0,1.0,1310.51,15.0,0.0,0.0,0.0,1.1132,913.69,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1623,1.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20444.21,15793.0,336.0,336.0,6.0,14.0,1.0,1.0,0.0,0.0,2.0,663.83,1.0,0.0,0.0,0.0,0.7725,-4651.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0325,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,17048.95,16064.0,176.0,176.0,2.0,60.0,1.0,1.0,0.0,0.0,2.0,1591.35,0.0,0.0,0.0,0.0,0.9422,-984.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0933,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4056.89,4160.47,94.0,94.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0255,103.58,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,28018.38,35122.75,244.0,244.0,6.0,46.0,1.0,1.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,1.2536,7104.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,44971.91,35887.19,251.0,251.0,4.0,21.0,1.0,1.0,0.0,0.0,1.0,6839.34,52.0,0.0,0.0,0.0,0.798,-9084.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1521,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2920.77,2149.98,289.0,240.0,1.0,18.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.7361,-770.79,49.0,0.2042,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,33569.57,25790.25,95.0,95.0,8.0,33.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.7683,-7779.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,68200.64,52736.44,244.0,244.0,2.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.7733,-15464.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,48249.05,36918.32,358.0,358.0,4.0,5.0,1.0,1.0,0.0,0.0,1.0,2558.74,12.0,0.0,0.0,0.0,0.7652,-11330.73,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.053,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,73364.83,71843.09,73.0,73.0,1.0,56.0,1.0,1.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.9793,-1521.74,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8914.65,6812.98,462.0,462.0,5.0,44.0,1.0,1.0,0.0,0.0,2.0,1595.86,12.0,0.0,0.0,0.0,0.7642,-2101.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.179,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11327.5,9277.41,324.0,324.0,3.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.819,-2050.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15143.9,13000.0,224.0,181.0,6.0,42.0,0.0,1.0,1.0,1.0,0.0,0.0,14.0,0.0,1.0,0.0,0.8584,-2143.9,43.0,0.2376,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27495.57,24545.58,314.0,256.0,4.0,15.0,1.0,1.0,0.0,1.0,5.0,3715.87,15.0,1.0,0.0,1.0,0.8927,-2949.99,58.0,0.2266,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1351,1.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12241.6,9750.95,325.0,228.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.7965,-2490.65,97.0,0.4254,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19447.51,17000.0,220.0,212.0,3.0,18.0,1.0,1.0,0.0,0.0,1.0,2642.3,1.0,0.0,1.0,0.0,0.8741,-2447.51,8.0,0.0377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1359,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,185335.69,176128.97,86.0,86.0,1.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9503,-9206.72,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,72544.8,58330.89,345.0,345.0,7.0,54.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.8041,-14213.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,29327.65,24707.19,559.0,458.0,2.0,58.0,1.0,1.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.8425,-4620.46,101.0,0.2205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27892.54,21870.03,193.0,193.0,2.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.7841,-6022.51,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,38661.93,35279.28,510.0,426.0,3.0,14.0,1.0,1.0,0.0,0.0,1.0,4683.77,1.0,0.0,0.0,0.0,0.9125,-3382.65,84.0,0.1972,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1211,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2718.13,2796.13,430.0,329.0,7.0,6.0,1.0,1.0,0.0,0.0,1.0,798.03,10.0,1.0,0.0,0.0,1.0287,78.0,101.0,0.307,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2936,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14642.39,14472.09,101.0,101.0,8.0,41.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.9884,-170.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36217.74,34820.87,409.0,354.0,1.0,26.0,1.0,1.0,0.0,0.0,2.0,5256.41,5.0,0.0,0.0,1.0,0.9614,-1396.87,55.0,0.1554,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1451,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20741.4,29881.65,288.0,288.0,2.0,11.0,1.0,1.0,0.0,0.0,1.0,4659.85,6.0,0.0,0.0,0.0,1.4407,9140.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2247,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50978.52,50339.51,422.0,422.0,3.0,18.0,1.0,1.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.9875,-639.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8203.47,6414.78,193.0,193.0,7.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,0.782,-1788.69,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14762.26,14015.07,235.0,235.0,7.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.9494,-747.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,54695.37,66891.61,253.0,253.0,7.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.223,12196.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19415.94,15573.03,344.0,280.0,3.0,34.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.8021,-3842.91,64.0,0.2286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9689.0,7037.78,32.0,32.0,7.0,46.0,1.0,1.0,0.0,0.0,4.0,1320.63,10.0,0.0,0.0,0.0,0.7264,-2651.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1363,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21234.75,30230.62,375.0,375.0,5.0,8.0,0.0,0.0,1.0,2.0,0.0,0.0,14.0,0.0,0.0,0.0,1.4236,8995.87,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,33901.83,27110.44,385.0,385.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.7997,-6791.39,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3605.86,2900.0,384.0,384.0,1.0,5.0,1.0,1.0,0.0,2.0,1.0,401.12,56.0,0.0,1.0,0.0,0.8042,-705.86,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.1112,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9382.49,8398.51,380.0,380.0,3.0,3.0,0.0,0.0,0.0,2.0,6.0,514.83,29.0,0.0,0.0,0.0,0.8951,-983.98,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0549,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29127.63,33899.41,264.0,264.0,3.0,9.0,1.0,1.0,0.0,1.0,1.0,1358.65,4.0,0.0,0.0,0.0,1.1638,4771.78,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0466,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,20069.34,16335.56,65.0,65.0,3.0,30.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.814,-3733.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20660.84,19061.48,461.0,461.0,7.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.9226,-1599.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9463.44,7863.14,335.0,335.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.8309,-1600.3,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13049.03,11363.64,382.0,252.0,7.0,9.0,1.0,1.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.8708,-1685.39,130.0,0.5159,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8683.59,8166.85,326.0,326.0,8.0,12.0,1.0,1.0,0.0,0.0,1.0,3355.24,14.0,0.0,0.0,0.0,0.9405,-516.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3864,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23372.08,22040.98,228.0,228.0,2.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.943,-1331.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19092.73,15128.4,624.0,411.0,2.0,10.0,1.0,1.0,0.0,0.0,2.0,1740.48,25.0,0.0,0.0,0.0,0.7924,-3964.33,213.0,0.5182,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0912,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17155.32,14811.32,446.0,446.0,1.0,11.0,1.0,1.0,0.0,0.0,4.0,2573.93,13.0,0.0,0.0,0.0,0.8634,-2344.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0
